week_ending_date,location,location_name,infected
2024-11-02,28,Mississippi,15.0
2024-11-16,28,Mississippi,24.0
2023-11-04,28,Mississippi,30.0
2022-10-15,28,Mississippi,67.0
2021-09-11,28,Mississippi,6.0
2022-10-01,28,Mississippi,29.0
2021-02-27,28,Mississippi,7.0
2021-03-06,28,Mississippi,13.0
2021-03-13,28,Mississippi,18.0
2021-03-20,28,Mississippi,10.0
2021-03-27,28,Mississippi,8.0
2021-04-03,28,Mississippi,6.0
2021-04-10,28,Mississippi,9.0
2021-04-17,28,Mississippi,2.0
2021-04-24,28,Mississippi,10.0
2021-05-01,28,Mississippi,4.0
2021-05-08,28,Mississippi,9.0
2021-02-20,28,Mississippi,15.0
2021-05-15,28,Mississippi,12.0
2021-05-29,28,Mississippi,10.0
2021-06-05,28,Mississippi,11.0
2021-06-12,28,Mississippi,13.0
2021-06-19,28,Mississippi,9.0
2021-06-26,28,Mississippi,8.0
2021-07-03,28,Mississippi,9.0
2021-07-10,28,Mississippi,1.0
2021-07-17,28,Mississippi,6.0
2021-07-24,28,Mississippi,6.0
2021-07-31,28,Mississippi,3.0
2021-08-07,28,Mississippi,1.0
2021-05-22,28,Mississippi,15.0
2021-08-14,28,Mississippi,3.0
2021-02-13,28,Mississippi,9.0
2021-01-30,28,Mississippi,14.0
2020-08-15,28,Mississippi,1.0
2020-08-22,28,Mississippi,1.0
2020-08-29,28,Mississippi,1.0
2020-09-05,28,Mississippi,1.0
2020-09-12,28,Mississippi,1.0
2020-09-19,28,Mississippi,1.0
2020-09-26,28,Mississippi,1.0
2020-10-03,28,Mississippi,1.0
2020-10-10,28,Mississippi,1.0
2020-10-17,28,Mississippi,1.0
2020-10-24,28,Mississippi,6.0
2021-02-06,28,Mississippi,10.0
2020-10-31,28,Mississippi,5.0
2020-11-14,28,Mississippi,14.0
2020-11-21,28,Mississippi,6.0
2020-11-28,28,Mississippi,12.0
2020-12-05,28,Mississippi,11.0
2020-12-12,28,Mississippi,8.0
2020-12-19,28,Mississippi,11.0
2020-12-26,28,Mississippi,19.0
2021-01-02,28,Mississippi,5.0
2021-01-09,28,Mississippi,28.0
2021-01-16,28,Mississippi,29.0
2021-01-23,28,Mississippi,14.0
2020-11-07,28,Mississippi,13.0
2021-08-21,28,Mississippi,5.0
2021-08-28,28,Mississippi,15.0
2021-09-04,28,Mississippi,18.0
2022-04-09,28,Mississippi,32.0
2022-04-16,28,Mississippi,22.0
2022-04-23,28,Mississippi,16.0
2022-04-30,28,Mississippi,26.0
2022-05-07,28,Mississippi,22.0
2022-05-14,28,Mississippi,25.0
2022-05-21,28,Mississippi,31.0
2022-05-28,28,Mississippi,20.0
2022-06-04,28,Mississippi,23.0
2022-06-11,28,Mississippi,14.0
2022-06-18,28,Mississippi,13.0
2022-04-02,28,Mississippi,25.0
2022-06-25,28,Mississippi,23.0
2022-07-09,28,Mississippi,21.0
2022-07-16,28,Mississippi,20.0
2022-07-23,28,Mississippi,23.0
2022-07-30,28,Mississippi,18.0
2022-08-06,28,Mississippi,19.0
2022-08-13,28,Mississippi,14.0
2022-08-20,28,Mississippi,13.0
2022-08-27,28,Mississippi,13.0
2022-09-03,28,Mississippi,21.0
2022-09-10,28,Mississippi,18.0
2022-09-17,28,Mississippi,36.0
2022-07-02,28,Mississippi,17.0
2022-03-26,28,Mississippi,48.0
2022-03-19,28,Mississippi,31.0
2022-03-12,28,Mississippi,33.0
2021-09-18,28,Mississippi,1.0
2021-09-25,28,Mississippi,5.0
2021-10-02,28,Mississippi,1.0
2021-10-09,28,Mississippi,2.0
2021-10-16,28,Mississippi,5.0
2021-10-23,28,Mississippi,14.0
2021-10-30,28,Mississippi,2.0
2021-11-06,28,Mississippi,6.0
2021-11-13,28,Mississippi,8.0
2021-11-20,28,Mississippi,10.0
2021-11-27,28,Mississippi,14.0
2021-12-04,28,Mississippi,24.0
2021-12-11,28,Mississippi,10.0
2021-12-18,28,Mississippi,16.0
2021-12-25,28,Mississippi,29.0
2022-01-01,28,Mississippi,52.0
2022-01-08,28,Mississippi,37.0
2022-01-15,28,Mississippi,36.0
2022-01-22,28,Mississippi,17.0
2022-01-29,28,Mississippi,12.0
2022-02-05,28,Mississippi,21.0
2022-02-12,28,Mississippi,21.0
2022-02-19,28,Mississippi,25.0
2022-02-26,28,Mississippi,27.0
2022-03-05,28,Mississippi,34.0
2022-10-08,28,Mississippi,60.0
2020-08-08,28,Mississippi,1.0
2022-09-24,28,Mississippi,20.0
2022-09-24,29,Missouri,8.0
2022-02-19,29,Missouri,55.0
2022-02-12,29,Missouri,46.0
2022-02-05,29,Missouri,47.0
2022-01-29,29,Missouri,53.0
2022-01-22,29,Missouri,52.0
2022-01-15,29,Missouri,71.0
2022-01-08,29,Missouri,81.0
2022-01-01,29,Missouri,123.0
2021-12-25,29,Missouri,78.0
2021-12-18,29,Missouri,44.0
2021-12-11,29,Missouri,37.0
2022-02-26,29,Missouri,50.0
2021-12-04,29,Missouri,26.0
2021-11-20,29,Missouri,5.0
2021-11-13,29,Missouri,8.0
2021-11-06,29,Missouri,7.0
2021-10-30,29,Missouri,6.0
2021-10-23,29,Missouri,1.0
2021-10-16,29,Missouri,3.0
2021-10-09,29,Missouri,1.0
2021-10-02,29,Missouri,6.0
2021-09-25,29,Missouri,2.0
2021-09-18,29,Missouri,1.0
2021-09-11,29,Missouri,2.0
2021-11-27,29,Missouri,14.0
2021-09-04,29,Missouri,2.0
2022-03-05,29,Missouri,72.0
2022-03-19,29,Missouri,90.0
2022-09-03,29,Missouri,8.0
2022-08-27,29,Missouri,2.0
2022-08-20,29,Missouri,15.0
2022-08-13,29,Missouri,12.0
2022-08-06,29,Missouri,23.0
2022-07-30,29,Missouri,12.0
2022-07-23,29,Missouri,25.0
2022-07-16,29,Missouri,12.0
2022-07-09,29,Missouri,14.0
2022-07-02,29,Missouri,11.0
2022-06-25,29,Missouri,19.0
2022-03-12,29,Missouri,67.0
2022-06-18,29,Missouri,23.0
2022-06-04,29,Missouri,28.0
2022-05-28,29,Missouri,22.0
2022-05-21,29,Missouri,33.0
2022-05-14,29,Missouri,39.0
2022-05-07,29,Missouri,66.0
2022-04-30,29,Missouri,55.0
2022-04-23,29,Missouri,70.0
2022-04-16,29,Missouri,77.0
2022-04-09,29,Missouri,77.0
2022-04-02,29,Missouri,91.0
2022-03-26,29,Missouri,79.0
2022-06-11,29,Missouri,17.0
2022-09-10,29,Missouri,4.0
2021-08-28,29,Missouri,4.0
2021-08-14,29,Missouri,2.0
2021-01-23,29,Missouri,9.0
2021-01-16,29,Missouri,8.0
2021-01-09,29,Missouri,13.0
2021-01-02,29,Missouri,6.0
2020-12-26,29,Missouri,10.0
2020-12-19,29,Missouri,17.0
2020-12-12,29,Missouri,7.0
2020-12-05,29,Missouri,15.0
2020-11-28,29,Missouri,16.0
2020-11-21,29,Missouri,8.0
2020-11-14,29,Missouri,11.0
2021-01-30,29,Missouri,6.0
2020-11-07,29,Missouri,8.0
2020-10-24,29,Missouri,8.0
2020-10-17,29,Missouri,1.0
2020-10-10,29,Missouri,1.0
2020-10-03,29,Missouri,1.0
2020-09-26,29,Missouri,1.0
2020-09-19,29,Missouri,1.0
2020-09-12,29,Missouri,1.0
2020-09-05,29,Missouri,1.0
2020-08-29,29,Missouri,1.0
2020-08-22,29,Missouri,1.0
2020-08-15,29,Missouri,1.0
2020-10-31,29,Missouri,2.0
2021-08-21,29,Missouri,4.0
2021-02-06,29,Missouri,7.0
2021-02-20,29,Missouri,13.0
2021-08-07,29,Missouri,2.0
2021-07-31,29,Missouri,2.0
2021-07-24,29,Missouri,4.0
2021-07-17,29,Missouri,1.0
2021-07-10,29,Missouri,3.0
2021-07-03,29,Missouri,1.0
2021-06-26,29,Missouri,2.0
2021-06-19,29,Missouri,1.0
2021-06-12,29,Missouri,1.0
2021-06-05,29,Missouri,1.0
2021-05-29,29,Missouri,3.0
2021-02-13,29,Missouri,4.0
2021-05-22,29,Missouri,2.0
2021-05-08,29,Missouri,3.0
2021-05-01,29,Missouri,7.0
2021-04-24,29,Missouri,3.0
2021-04-17,29,Missouri,1.0
2021-04-10,29,Missouri,4.0
2021-04-03,29,Missouri,3.0
2021-03-27,29,Missouri,2.0
2021-03-20,29,Missouri,2.0
2021-03-13,29,Missouri,2.0
2021-03-06,29,Missouri,5.0
2021-02-27,29,Missouri,15.0
2021-05-15,29,Missouri,1.0
2020-08-08,29,Missouri,1.0
2022-09-17,29,Missouri,6.0
2022-10-08,29,Missouri,6.0
2024-04-20,29,Missouri,83.0
2024-04-13,29,Missouri,108.0
2024-04-06,29,Missouri,146.0
2024-03-30,29,Missouri,193.0
2024-03-23,29,Missouri,192.0
2024-03-16,29,Missouri,278.0
2024-03-09,29,Missouri,408.0
2024-03-02,29,Missouri,443.0
2024-02-24,29,Missouri,454.0
2024-02-17,29,Missouri,354.0
2024-02-10,29,Missouri,344.0
2024-11-02,29,Missouri,13.0
2024-02-03,29,Missouri,301.0
2024-01-20,29,Missouri,266.0
2024-01-13,29,Missouri,316.0
2024-01-06,29,Missouri,345.0
2023-12-30,29,Missouri,369.0
2023-12-23,29,Missouri,224.0
2023-12-16,29,Missouri,154.0
2023-12-09,29,Missouri,140.0
2023-12-02,29,Missouri,85.0
2023-11-25,29,Missouri,58.0
2023-11-18,29,Missouri,40.0
2023-11-11,29,Missouri,40.0
2024-01-27,29,Missouri,272.0
2023-11-04,29,Missouri,24.0
2024-11-09,29,Missouri,30.0
2024-11-23,29,Missouri,40.0
2025-05-10,29,Missouri,49.0
2025-05-03,29,Missouri,59.0
2025-04-26,29,Missouri,66.0
2025-04-19,29,Missouri,100.0
2025-04-12,29,Missouri,99.0
2025-04-05,29,Missouri,130.0
2025-03-29,29,Missouri,189.0
2025-03-22,29,Missouri,369.0
2025-03-15,29,Missouri,440.0
2025-03-08,29,Missouri,692.0
2025-03-01,29,Missouri,861.0
2024-11-16,29,Missouri,29.0
2025-02-22,29,Missouri,1347.0
2025-02-08,29,Missouri,1315.0
2025-02-01,29,Missouri,1039.0
2025-01-25,29,Missouri,655.0
2025-01-18,29,Missouri,559.0
2025-01-11,29,Missouri,647.0
2025-01-04,29,Missouri,826.0
2024-12-28,29,Missouri,611.0
2024-12-21,29,Missouri,249.0
2024-12-14,29,Missouri,88.0
2024-12-07,29,Missouri,54.0
2024-11-30,29,Missouri,41.0
2025-02-15,29,Missouri,1412.0
2022-10-01,29,Missouri,12.0
2023-10-28,29,Missouri,17.0
2023-10-14,29,Missouri,25.0
2023-03-25,29,Missouri,32.0
2023-03-18,29,Missouri,24.0
2023-03-11,29,Missouri,35.0
2023-03-04,29,Missouri,39.0
2023-02-25,29,Missouri,36.0
2023-02-18,29,Missouri,42.0
2023-02-11,29,Missouri,41.0
2023-02-04,29,Missouri,50.0
2023-01-28,29,Missouri,72.0
2023-01-21,29,Missouri,100.0
2023-01-14,29,Missouri,189.0
2023-04-01,29,Missouri,29.0
2023-01-07,29,Missouri,405.0
2022-12-24,29,Missouri,559.0
2022-12-17,29,Missouri,749.0
2022-12-10,29,Missouri,828.0
2022-12-03,29,Missouri,849.0
2022-11-26,29,Missouri,488.0
2022-11-19,29,Missouri,222.0
2022-11-12,29,Missouri,105.0
2022-11-05,29,Missouri,66.0
2022-10-29,29,Missouri,49.0
2022-10-22,29,Missouri,23.0
2022-10-15,29,Missouri,10.0
2022-12-31,29,Missouri,636.0
2023-10-21,29,Missouri,17.0
2023-04-08,29,Missouri,29.0
2023-04-22,29,Missouri,19.0
2023-10-07,29,Missouri,24.0
2023-09-30,29,Missouri,12.0
2023-09-23,29,Missouri,16.0
2023-09-16,29,Missouri,8.0
2023-09-09,29,Missouri,12.0
2023-09-02,29,Missouri,6.0
2023-08-26,29,Missouri,7.0
2023-08-19,29,Missouri,11.0
2023-08-12,29,Missouri,9.0
2023-08-05,29,Missouri,4.0
2023-07-29,29,Missouri,10.0
2023-04-15,29,Missouri,18.0
2023-07-22,29,Missouri,20.0
2023-07-08,29,Missouri,3.0
2023-07-01,29,Missouri,7.0
2023-06-24,29,Missouri,12.0
2023-06-17,29,Missouri,10.0
2023-06-10,29,Missouri,18.0
2023-06-03,29,Missouri,8.0
2023-05-27,29,Missouri,8.0
2023-05-20,29,Missouri,22.0
2023-05-13,29,Missouri,21.0
2023-05-06,29,Missouri,27.0
2023-04-29,29,Missouri,26.0
2023-07-15,29,Missouri,13.0
2025-05-17,29,Missouri,30.0
2025-05-24,29,Missouri,18.0
2025-05-03,30,Montana,4.0
2022-02-12,30,Montana,13.0
2022-02-05,30,Montana,9.0
2022-01-29,30,Montana,7.0
2022-01-22,30,Montana,12.0
2022-01-15,30,Montana,12.0
2022-01-08,30,Montana,21.0
2022-01-01,30,Montana,20.0
2021-12-25,30,Montana,1.0
2021-12-18,30,Montana,2.0
2021-12-11,30,Montana,1.0
2021-12-04,30,Montana,1.0
2022-02-19,30,Montana,7.0
2021-11-27,30,Montana,1.0
2021-11-13,30,Montana,1.0
2021-11-06,30,Montana,1.0
2021-10-30,30,Montana,1.0
2021-10-23,30,Montana,1.0
2021-10-16,30,Montana,1.0
2021-10-09,30,Montana,1.0
2021-10-02,30,Montana,1.0
2021-09-25,30,Montana,1.0
2021-09-18,30,Montana,7.0
2021-09-11,30,Montana,1.0
2021-09-04,30,Montana,1.0
2021-11-20,30,Montana,1.0
2021-08-28,30,Montana,1.0
2022-02-26,30,Montana,16.0
2022-03-12,30,Montana,14.0
2022-08-27,30,Montana,1.0
2022-08-20,30,Montana,1.0
2022-08-13,30,Montana,1.0
2022-08-06,30,Montana,1.0
2022-07-30,30,Montana,1.0
2022-07-23,30,Montana,1.0
2022-07-16,30,Montana,2.0
2022-07-09,30,Montana,2.0
2022-07-02,30,Montana,4.0
2022-06-25,30,Montana,1.0
2022-06-18,30,Montana,1.0
2022-03-05,30,Montana,21.0
2022-06-11,30,Montana,10.0
2022-05-28,30,Montana,14.0
2022-05-21,30,Montana,11.0
2022-05-14,30,Montana,9.0
2022-05-07,30,Montana,20.0
2022-04-30,30,Montana,18.0
2022-04-23,30,Montana,21.0
2022-04-16,30,Montana,14.0
2022-04-09,30,Montana,19.0
2022-04-02,30,Montana,38.0
2022-03-26,30,Montana,19.0
2022-03-19,30,Montana,16.0
2022-06-04,30,Montana,23.0
2022-09-03,30,Montana,1.0
2021-08-21,30,Montana,1.0
2021-08-07,30,Montana,1.0
2021-01-16,30,Montana,1.0
2021-01-09,30,Montana,1.0
2021-01-02,30,Montana,1.0
2020-12-26,30,Montana,1.0
2020-12-19,30,Montana,1.0
2020-12-12,30,Montana,1.0
2020-12-05,30,Montana,1.0
2020-11-28,30,Montana,1.0
2020-11-21,30,Montana,1.0
2020-11-14,30,Montana,1.0
2020-11-07,30,Montana,1.0
2021-01-23,30,Montana,1.0
2020-10-31,30,Montana,1.0
2020-10-17,30,Montana,1.0
2020-10-10,30,Montana,1.0
2020-10-03,30,Montana,1.0
2020-09-26,30,Montana,1.0
2020-09-19,30,Montana,1.0
2020-09-12,30,Montana,1.0
2020-09-05,30,Montana,1.0
2020-08-29,30,Montana,1.0
2020-08-22,30,Montana,1.0
2020-08-15,30,Montana,1.0
2020-08-08,30,Montana,1.0
2020-10-24,30,Montana,1.0
2021-08-14,30,Montana,1.0
2021-01-30,30,Montana,1.0
2021-02-13,30,Montana,1.0
2021-07-31,30,Montana,1.0
2021-07-24,30,Montana,1.0
2021-07-17,30,Montana,1.0
2021-07-10,30,Montana,1.0
2021-07-03,30,Montana,1.0
2021-06-26,30,Montana,1.0
2021-06-19,30,Montana,1.0
2021-06-12,30,Montana,1.0
2021-06-05,30,Montana,1.0
2021-05-29,30,Montana,1.0
2021-05-22,30,Montana,1.0
2021-02-06,30,Montana,1.0
2021-05-15,30,Montana,1.0
2021-05-01,30,Montana,1.0
2021-04-24,30,Montana,1.0
2021-04-17,30,Montana,1.0
2021-04-10,30,Montana,2.0
2021-04-03,30,Montana,1.0
2021-03-27,30,Montana,1.0
2021-03-20,30,Montana,1.0
2021-03-13,30,Montana,1.0
2021-03-06,30,Montana,1.0
2021-02-27,30,Montana,1.0
2021-02-20,30,Montana,1.0
2021-05-08,30,Montana,1.0
2022-09-10,30,Montana,1.0
2025-05-10,30,Montana,1.0
2022-09-17,30,Montana,1.0
2024-04-06,30,Montana,7.0
2024-03-30,30,Montana,29.0
2024-03-23,30,Montana,21.0
2024-03-16,30,Montana,35.0
2024-03-09,30,Montana,28.0
2024-03-02,30,Montana,27.0
2024-02-24,30,Montana,22.0
2024-02-17,30,Montana,24.0
2024-02-10,30,Montana,82.0
2024-02-03,30,Montana,85.0
2024-01-27,30,Montana,115.0
2024-04-13,30,Montana,9.0
2024-01-20,30,Montana,81.0
2024-01-06,30,Montana,129.0
2023-12-30,30,Montana,116.0
2023-12-23,30,Montana,78.0
2023-12-16,30,Montana,37.0
2023-12-09,30,Montana,21.0
2023-12-02,30,Montana,18.0
2023-11-25,30,Montana,6.0
2023-11-18,30,Montana,3.0
2023-11-11,30,Montana,5.0
2023-11-04,30,Montana,1.0
2023-10-28,30,Montana,1.0
2024-01-13,30,Montana,114.0
2023-10-21,30,Montana,1.0
2024-04-20,30,Montana,6.0
2024-11-09,30,Montana,1.0
2025-04-26,30,Montana,8.0
2025-04-19,30,Montana,21.0
2025-04-12,30,Montana,32.0
2025-04-05,30,Montana,31.0
2025-03-29,30,Montana,52.0
2025-03-22,30,Montana,87.0
2025-03-15,30,Montana,118.0
2025-03-08,30,Montana,151.0
2025-03-01,30,Montana,186.0
2025-02-22,30,Montana,195.0
2025-02-15,30,Montana,149.0
2024-11-02,30,Montana,1.0
2025-02-08,30,Montana,148.0
2025-01-25,30,Montana,67.0
2025-01-18,30,Montana,78.0
2025-01-11,30,Montana,60.0
2025-01-04,30,Montana,62.0
2024-12-28,30,Montana,52.0
2024-12-21,30,Montana,23.0
2024-12-14,30,Montana,6.0
2024-12-07,30,Montana,2.0
2024-11-30,30,Montana,1.0
2024-11-23,30,Montana,1.0
2024-11-16,30,Montana,4.0
2025-02-01,30,Montana,103.0
2023-10-14,30,Montana,1.0
2023-10-07,30,Montana,1.0
2023-09-30,30,Montana,4.0
2023-03-04,30,Montana,6.0
2023-02-25,30,Montana,3.0
2023-02-18,30,Montana,6.0
2023-02-11,30,Montana,2.0
2023-02-04,30,Montana,9.0
2023-01-28,30,Montana,9.0
2023-01-21,30,Montana,16.0
2023-01-14,30,Montana,39.0
2023-01-07,30,Montana,60.0
2022-12-31,30,Montana,91.0
2022-12-24,30,Montana,60.0
2023-03-11,30,Montana,3.0
2022-12-17,30,Montana,99.0
2022-12-03,30,Montana,65.0
2022-11-26,30,Montana,44.0
2022-11-19,30,Montana,13.0
2022-11-12,30,Montana,11.0
2022-11-05,30,Montana,6.0
2022-10-29,30,Montana,3.0
2022-10-22,30,Montana,1.0
2022-10-15,30,Montana,1.0
2022-10-08,30,Montana,1.0
2022-10-01,30,Montana,2.0
2022-09-24,30,Montana,1.0
2022-12-10,30,Montana,100.0
2023-03-18,30,Montana,2.0
2023-03-25,30,Montana,1.0
2023-04-01,30,Montana,1.0
2023-09-23,30,Montana,3.0
2023-09-16,30,Montana,1.0
2023-09-09,30,Montana,1.0
2023-09-02,30,Montana,1.0
2023-08-26,30,Montana,1.0
2023-08-19,30,Montana,1.0
2023-08-12,30,Montana,1.0
2023-08-05,30,Montana,1.0
2023-07-29,30,Montana,1.0
2023-07-22,30,Montana,1.0
2023-07-15,30,Montana,1.0
2023-07-08,30,Montana,1.0
2023-07-01,30,Montana,1.0
2023-06-24,30,Montana,1.0
2023-06-17,30,Montana,2.0
2023-06-10,30,Montana,2.0
2023-06-03,30,Montana,1.0
2023-05-27,30,Montana,3.0
2023-05-20,30,Montana,2.0
2023-05-13,30,Montana,1.0
2023-05-06,30,Montana,1.0
2023-04-29,30,Montana,1.0
2023-04-22,30,Montana,2.0
2023-04-15,30,Montana,1.0
2023-04-08,30,Montana,1.0
2025-05-24,30,Montana,1.0
2025-05-17,30,Montana,1.0
2025-05-10,31,Nebraska,9.0
2025-05-17,31,Nebraska,4.0
2023-04-15,31,Nebraska,6.0
2023-04-22,31,Nebraska,7.0
2023-04-29,31,Nebraska,4.0
2023-05-06,31,Nebraska,2.0
2023-05-13,31,Nebraska,4.0
2023-05-20,31,Nebraska,2.0
2023-05-27,31,Nebraska,7.0
2023-06-03,31,Nebraska,3.0
2023-06-10,31,Nebraska,1.0
2023-06-17,31,Nebraska,1.0
2023-06-24,31,Nebraska,1.0
2023-04-08,31,Nebraska,3.0
2023-07-01,31,Nebraska,1.0
2023-07-15,31,Nebraska,1.0
2023-07-22,31,Nebraska,1.0
2023-07-29,31,Nebraska,1.0
2023-08-05,31,Nebraska,1.0
2023-08-12,31,Nebraska,1.0
2023-08-19,31,Nebraska,1.0
2023-08-26,31,Nebraska,3.0
2023-09-02,31,Nebraska,2.0
2023-09-09,31,Nebraska,1.0
2023-09-16,31,Nebraska,1.0
2023-09-23,31,Nebraska,6.0
2023-07-08,31,Nebraska,1.0
2023-09-30,31,Nebraska,1.0
2023-04-01,31,Nebraska,10.0
2023-03-18,31,Nebraska,11.0
2022-10-01,31,Nebraska,18.0
2022-10-08,31,Nebraska,20.0
2022-10-15,31,Nebraska,11.0
2022-10-22,31,Nebraska,12.0
2022-10-29,31,Nebraska,12.0
2022-11-05,31,Nebraska,31.0
2022-11-12,31,Nebraska,24.0
2022-11-19,31,Nebraska,31.0
2022-11-26,31,Nebraska,60.0
2022-12-03,31,Nebraska,104.0
2022-12-10,31,Nebraska,122.0
2023-03-25,31,Nebraska,9.0
2022-12-17,31,Nebraska,166.0
2022-12-31,31,Nebraska,144.0
2023-01-07,31,Nebraska,99.0
2023-01-14,31,Nebraska,63.0
2023-01-21,31,Nebraska,55.0
2023-01-28,31,Nebraska,22.0
2023-02-04,31,Nebraska,6.0
2023-02-11,31,Nebraska,2.0
2023-02-18,31,Nebraska,6.0
2023-02-25,31,Nebraska,9.0
2023-03-04,31,Nebraska,6.0
2023-03-11,31,Nebraska,14.0
2022-12-24,31,Nebraska,140.0
2022-09-24,31,Nebraska,2.0
2023-10-07,31,Nebraska,5.0
2023-10-21,31,Nebraska,8.0
2024-11-16,31,Nebraska,6.0
2024-11-23,31,Nebraska,4.0
2024-11-30,31,Nebraska,11.0
2024-12-07,31,Nebraska,10.0
2024-12-14,31,Nebraska,19.0
2024-12-21,31,Nebraska,78.0
2024-12-28,31,Nebraska,131.0
2025-01-04,31,Nebraska,211.0
2025-01-11,31,Nebraska,171.0
2025-01-18,31,Nebraska,128.0
2025-01-25,31,Nebraska,182.0
2024-11-09,31,Nebraska,4.0
2025-02-01,31,Nebraska,308.0
2025-02-15,31,Nebraska,311.0
2025-02-22,31,Nebraska,294.0
2025-03-01,31,Nebraska,197.0
2025-03-08,31,Nebraska,153.0
2025-03-15,31,Nebraska,80.0
2025-03-22,31,Nebraska,58.0
2025-03-29,31,Nebraska,37.0
2025-04-05,31,Nebraska,14.0
2025-04-12,31,Nebraska,16.0
2025-04-19,31,Nebraska,13.0
2025-04-26,31,Nebraska,12.0
2025-02-08,31,Nebraska,319.0
2023-10-14,31,Nebraska,9.0
2024-11-02,31,Nebraska,2.0
2024-04-13,31,Nebraska,45.0
2023-10-28,31,Nebraska,7.0
2023-11-04,31,Nebraska,5.0
2023-11-11,31,Nebraska,5.0
2023-11-18,31,Nebraska,4.0
2023-11-25,31,Nebraska,8.0
2023-12-02,31,Nebraska,8.0
2023-12-09,31,Nebraska,11.0
2023-12-16,31,Nebraska,13.0
2023-12-23,31,Nebraska,62.0
2023-12-30,31,Nebraska,51.0
2024-01-06,31,Nebraska,50.0
2024-04-20,31,Nebraska,27.0
2024-01-13,31,Nebraska,55.0
2024-01-27,31,Nebraska,47.0
2024-02-03,31,Nebraska,47.0
2024-02-10,31,Nebraska,54.0
2024-02-17,31,Nebraska,54.0
2024-02-24,31,Nebraska,84.0
2024-03-02,31,Nebraska,95.0
2024-03-09,31,Nebraska,86.0
2024-03-16,31,Nebraska,69.0
2024-03-23,31,Nebraska,60.0
2024-03-30,31,Nebraska,51.0
2024-04-06,31,Nebraska,54.0
2024-01-20,31,Nebraska,35.0
2025-05-24,31,Nebraska,2.0
2022-09-17,31,Nebraska,9.0
2022-09-03,31,Nebraska,8.0
2021-02-20,31,Nebraska,5.0
2021-02-27,31,Nebraska,7.0
2021-03-06,31,Nebraska,4.0
2021-03-13,31,Nebraska,5.0
2021-03-20,31,Nebraska,1.0
2021-03-27,31,Nebraska,1.0
2021-04-03,31,Nebraska,4.0
2021-04-10,31,Nebraska,1.0
2021-04-17,31,Nebraska,6.0
2021-04-24,31,Nebraska,5.0
2021-05-01,31,Nebraska,1.0
2021-02-13,31,Nebraska,1.0
2021-05-08,31,Nebraska,1.0
2021-05-22,31,Nebraska,5.0
2021-05-29,31,Nebraska,1.0
2021-06-05,31,Nebraska,1.0
2021-06-12,31,Nebraska,1.0
2021-06-19,31,Nebraska,1.0
2021-06-26,31,Nebraska,1.0
2021-07-03,31,Nebraska,1.0
2021-07-10,31,Nebraska,1.0
2021-07-17,31,Nebraska,1.0
2021-07-24,31,Nebraska,1.0
2021-07-31,31,Nebraska,1.0
2021-05-15,31,Nebraska,1.0
2021-08-07,31,Nebraska,1.0
2021-02-06,31,Nebraska,1.0
2021-01-23,31,Nebraska,1.0
2020-08-08,31,Nebraska,1.0
2020-08-15,31,Nebraska,1.0
2020-08-22,31,Nebraska,1.0
2020-08-29,31,Nebraska,1.0
2020-09-05,31,Nebraska,1.0
2020-09-12,31,Nebraska,1.0
2020-09-19,31,Nebraska,1.0
2020-09-26,31,Nebraska,1.0
2020-10-03,31,Nebraska,1.0
2020-10-10,31,Nebraska,1.0
2020-10-17,31,Nebraska,1.0
2021-01-30,31,Nebraska,1.0
2020-10-24,31,Nebraska,1.0
2020-11-07,31,Nebraska,2.0
2020-11-14,31,Nebraska,3.0
2020-11-21,31,Nebraska,1.0
2020-11-28,31,Nebraska,1.0
2020-12-05,31,Nebraska,2.0
2020-12-12,31,Nebraska,4.0
2020-12-19,31,Nebraska,4.0
2020-12-26,31,Nebraska,2.0
2021-01-02,31,Nebraska,1.0
2021-01-09,31,Nebraska,2.0
2021-01-16,31,Nebraska,4.0
2020-10-31,31,Nebraska,1.0
2022-09-10,31,Nebraska,2.0
2021-08-14,31,Nebraska,1.0
2021-08-28,31,Nebraska,1.0
2022-03-19,31,Nebraska,61.0
2022-03-26,31,Nebraska,60.0
2022-04-02,31,Nebraska,25.0
2022-04-09,31,Nebraska,35.0
2022-04-16,31,Nebraska,29.0
2022-04-23,31,Nebraska,16.0
2022-04-30,31,Nebraska,16.0
2022-05-07,31,Nebraska,6.0
2022-05-14,31,Nebraska,4.0
2022-05-21,31,Nebraska,7.0
2022-05-28,31,Nebraska,3.0
2022-03-12,31,Nebraska,43.0
2022-06-04,31,Nebraska,6.0
2022-06-18,31,Nebraska,3.0
2022-06-25,31,Nebraska,6.0
2022-07-02,31,Nebraska,9.0
2022-07-09,31,Nebraska,5.0
2022-07-16,31,Nebraska,7.0
2022-07-23,31,Nebraska,1.0
2022-07-30,31,Nebraska,3.0
2022-08-06,31,Nebraska,3.0
2022-08-13,31,Nebraska,1.0
2022-08-20,31,Nebraska,6.0
2022-08-27,31,Nebraska,9.0
2022-06-11,31,Nebraska,9.0
2021-08-21,31,Nebraska,1.0
2022-03-05,31,Nebraska,53.0
2022-02-19,31,Nebraska,32.0
2021-09-04,31,Nebraska,1.0
2021-09-11,31,Nebraska,1.0
2021-09-18,31,Nebraska,1.0
2021-09-25,31,Nebraska,2.0
2021-10-02,31,Nebraska,1.0
2021-10-09,31,Nebraska,1.0
2021-10-16,31,Nebraska,1.0
